ensembl_gene_id,sepwes003,sepwes006,sepwes007,sepwes008,sepwes009,sepwes010,sepwes011,sepwes012
ENSG00000105771,7,8,7,7,8,7,8,7
ENSG00000105778,9,9,9,9,9,10,9,9
ENSG00000105793,7,6,7,6,8,6,8,7
ENSG00000105808,4,5,5,4,4,4,4,3
ENSG00000105810,6,7,8,7,6,8,8,7
ENSG00000105819,8,8,8,9,9,8,9,8
ENSG00000105821,7,7,7,6,8,7,7,8
ENSG00000105829,7,6,7,5,8,6,7,6
ENSG00000105835,14,15,15,15,12,14,13,13
ENSG00000105849,7,6,7,6,8,6,8,7
ENSG00000105851,10,10,10,10,8,10,9,9
ENSG00000105854,6,5,6,6,6,6,7,6
ENSG00000105856,12,11,11,11,10,11,10,10
ENSG00000105865,4,5,4,5,6,5,6,5
ENSG00000105866,7,6,7,5,9,6,8,7
ENSG00000105875,7,7,7,7,9,8,8,7
ENSG00000105879,9,8,9,8,9,8,8,9
ENSG00000105887,12,12,12,12,11,11,11,12
ENSG00000105926,5,5,5,5,6,4,7,5
ENSG00000105939,13,11,13,11,11,10,10,12
ENSG00000105948,8,7,8,6,6,6,5,7
ENSG00000105953,10,10,10,10,9,10,9,10
ENSG00000105963,6,8,6,9,6,8,7,7
ENSG00000105967,12,9,12,6,6,8,8,9
ENSG00000105968,8,9,8,9,9,10,10,9
ENSG00000105971,5,4,5,4,5,4,5,3
ENSG00000105974,4,4,6,5,8,4,4,3
ENSG00000105983,9,8,8,7,8,8,8,7
ENSG00000105991,5,4,4,4,5,3,5,5
ENSG00000105993,11,10,10,11,9,10,9,10
ENSG00000106003,9,10,9,9,9,9,9,10
ENSG00000106009,7,8,7,8,8,8,7,8
ENSG00000106012,7,8,8,7,7,7,7,8
ENSG00000106028,8,8,8,7,9,8,8,8
ENSG00000106034,8,7,6,4,4,5,6,7
ENSG00000106049,6,5,6,5,7,6,7,6
ENSG00000106052,11,10,10,10,10,11,10,9
ENSG00000106066,11,9,10,10,8,10,11,11
ENSG00000106070,8,8,7,11,5,9,7,6
ENSG00000106077,6,6,5,7,6,6,6,6
ENSG00000106080,5,5,5,5,5,6,6,5
ENSG00000106086,6,6,7,5,7,6,7,6
ENSG00000106089,4,4,5,6,5,5,5,4
ENSG00000106100,9,7,9,6,7,6,7,9
ENSG00000106105,9,9,9,9,9,8,8,9
ENSG00000106123,6,6,6,7,6,6,7,7
ENSG00000106133,5,5,5,7,7,5,6,6
ENSG00000106144,8,9,9,9,9,9,9,9
ENSG00000106153,10,10,9,10,10,9,9,9
ENSG00000106211,11,11,7,7,8,7,7,8
ENSG00000106244,9,9,9,9,8,9,8,9
ENSG00000106245,8,8,8,9,8,8,8,8
ENSG00000106246,4,5,4,5,6,5,5,5
ENSG00000106261,9,10,9,9,9,10,9,9
ENSG00000106263,10,9,9,9,9,10,9,10
ENSG00000106266,6,7,6,6,9,7,6,6
ENSG00000106268,6,6,5,6,6,6,5,6
ENSG00000106290,7,7,7,8,8,8,8,8
ENSG00000106299,7,6,7,5,6,7,7,7
ENSG00000106305,6,7,6,6,7,5,6,6
ENSG00000106327,5,4,3,5,5,6,5,4
ENSG00000106330,6,6,5,7,6,6,6,5
ENSG00000106333,3,3,5,5,5,5,5,4
ENSG00000106344,7,7,8,7,8,8,8,8
ENSG00000106346,9,7,8,7,7,7,7,8
ENSG00000106348,10,12,10,13,9,11,10,10
ENSG00000106351,5,6,5,6,7,5,7,7
ENSG00000106355,5,6,6,5,7,6,7,6
ENSG00000106366,5,5,5,6,3,4,4,5
ENSG00000106367,7,7,6,7,7,6,7,6
ENSG00000106392,11,9,11,8,9,8,8,9
ENSG00000106397,8,8,8,7,7,7,7,8
ENSG00000106399,5,6,7,6,8,7,6,7
ENSG00000106400,8,8,8,9,8,8,8,8
ENSG00000106404,7,7,7,7,8,7,7,7
ENSG00000106415,6,8,7,8,8,8,8,7
ENSG00000106443,8,7,7,7,8,7,8,8
ENSG00000106459,7,7,7,8,8,7,8,7
ENSG00000106460,8,8,8,7,9,8,9,7
ENSG00000106462,6,6,7,6,8,8,6,6
ENSG00000106477,5,6,6,5,7,6,6,5
ENSG00000106479,7,8,7,8,8,8,8,8
ENSG00000106484,4,5,4,4,6,4,5,5
ENSG00000106524,7,6,7,5,7,7,7,7
ENSG00000106526,5,5,4,3,4,4,5,4
ENSG00000106537,5,6,6,5,3,5,5,5
ENSG00000106546,7,8,8,6,7,7,9,7
ENSG00000106554,7,7,6,7,8,7,7,7
ENSG00000106560,11,9,11,8,9,9,10,9
ENSG00000106565,8,7,9,7,8,10,9,11
ENSG00000106588,7,6,6,5,6,6,6,6
ENSG00000106591,7,7,7,5,8,7,7,6
ENSG00000106603,8,8,8,7,7,9,8,8
ENSG00000106605,10,9,10,8,7,8,7,9
ENSG00000106608,7,6,6,6,8,6,7,7
ENSG00000106609,10,10,10,10,11,10,10,10
ENSG00000106610,5,5,5,5,6,5,6,5
ENSG00000106615,8,8,8,7,7,8,7,7
ENSG00000106617,10,8,10,7,8,7,8,9
ENSG00000106624,4,5,4,5,8,5,5,6
ENSG00000106628,5,6,6,7,8,6,7,6
ENSG00000106635,8,8,8,8,8,8,8,8
ENSG00000106636,9,9,9,9,9,9,9,9
ENSG00000106638,7,8,7,7,8,7,7,8
ENSG00000106665,8,6,7,8,5,6,7,7
ENSG00000106682,10,10,10,11,10,10,10,10
ENSG00000106683,9,8,8,10,9,9,8,8
ENSG00000106692,6,6,6,5,7,6,7,6
ENSG00000106701,6,6,6,5,6,6,5,6
ENSG00000106714,6,7,7,7,5,5,4,5
ENSG00000106723,7,7,8,6,8,8,8,7
ENSG00000106733,7,7,7,8,8,8,9,8
ENSG00000106771,8,8,8,8,9,8,9,8
ENSG00000106772,6,8,6,5,5,9,4,6
ENSG00000106780,13,13,12,12,10,12,11,11
ENSG00000106785,11,9,11,9,9,8,9,11
ENSG00000106789,8,8,8,8,6,9,7,8
ENSG00000106799,9,10,10,10,8,10,10,9
ENSG00000106803,8,9,8,9,8,8,8,8
ENSG00000106804,8,5,8,4,5,6,6,7
ENSG00000106829,11,10,11,10,9,10,9,10
ENSG00000106853,4,4,4,5,3,6,3,3
ENSG00000106868,9,9,9,8,9,8,8,9
ENSG00000106948,12,12,12,13,11,12,12,12
ENSG00000106952,8,8,8,7,5,7,9,8
ENSG00000106976,5,4,4,5,5,4,5,4
ENSG00000106991,6,8,4,6,5,6,7,6
ENSG00000106992,5,5,5,6,6,5,6,6
ENSG00000106993,6,6,6,6,7,6,7,6
ENSG00000107020,7,6,7,7,6,6,6,6
ENSG00000107021,7,8,7,8,8,8,8,8
ENSG00000107036,10,9,10,8,8,8,8,8
ENSG00000107077,9,8,8,7,8,8,8,8
ENSG00000107099,13,12,13,12,11,12,11,13
ENSG00000107104,5,5,4,4,7,5,5,5
ENSG00000107140,7,7,6,7,8,6,7,8
ENSG00000107164,8,7,8,7,8,7,8,8
ENSG00000107175,7,7,7,7,7,7,7,7
ENSG00000107185,8,8,7,8,8,8,8,8
ENSG00000107201,14,11,14,9,9,9,9,12
ENSG00000107223,9,9,9,10,9,9,9,9
ENSG00000107242,7,6,6,7,6,7,6,5
ENSG00000107262,12,11,10,11,9,11,9,10
ENSG00000107263,10,10,10,10,10,9,10,10
ENSG00000107281,5,5,6,5,6,6,6,5
ENSG00000107290,12,11,12,10,11,11,11,12
ENSG00000107317,5,4,4,5,5,5,4,5
ENSG00000107331,8,9,8,11,8,10,9,8
ENSG00000107341,11,12,11,13,10,11,10,11
ENSG00000107362,7,7,7,7,7,7,7,7
ENSG00000107371,7,7,8,7,7,7,7,7
ENSG00000107372,11,11,11,10,9,11,10,11
ENSG00000107404,6,7,6,7,6,7,7,7
ENSG00000107438,8,8,7,10,9,7,7,8
ENSG00000107443,7,6,8,5,6,6,7,7
ENSG00000107485,6,6,7,6,6,6,8,8
ENSG00000107521,11,10,9,11,9,10,9,9
ENSG00000107537,5,5,6,5,6,5,6,5
ENSG00000107551,10,9,10,7,7,9,9,9
ENSG00000107554,6,7,6,6,9,8,7,7
ENSG00000107560,7,7,8,6,7,8,7,7
ENSG00000107566,9,10,8,8,8,9,7,8
ENSG00000107581,10,10,11,10,10,10,11,11
ENSG00000107611,5,5,5,5,6,5,7,5
ENSG00000107614,6,6,6,6,6,7,6,6
ENSG00000107625,8,7,8,7,9,8,9,8
ENSG00000107643,7,7,7,7,8,7,8,7
ENSG00000107651,9,8,9,7,9,8,9,9
ENSG00000107669,7,7,7,7,8,8,8,7
ENSG00000107672,7,6,7,7,8,7,8,8
ENSG00000107679,6,7,7,5,7,6,9,8
ENSG00000107719,4,4,3,3,4,4,3,4
ENSG00000107736,9,8,10,8,7,9,7,10
ENSG00000107738,14,14,13,15,11,13,12,13
ENSG00000107742,8,9,9,10,10,9,11,10
ENSG00000107745,9,9,10,11,9,10,8,9
ENSG00000107758,8,9,8,9,9,9,9,8
ENSG00000107771,8,8,8,8,9,8,9,9
ENSG00000107779,5,4,5,3,6,4,6,5
ENSG00000107789,7,6,7,5,6,5,6,7
ENSG00000107796,8,7,7,7,6,6,5,8
ENSG00000107798,10,10,10,8,10,9,10,9
ENSG00000107815,5,6,5,5,7,4,6,6
ENSG00000107816,5,5,6,6,7,7,6,6
ENSG00000107819,8,8,8,7,8,7,8,8
ENSG00000107829,7,7,7,8,8,8,8,8
ENSG00000107833,5,5,5,6,6,5,5,5
ENSG00000107854,11,10,10,9,9,10,10,10
ENSG00000107862,9,9,9,9,9,9,9,9
ENSG00000107863,8,7,8,8,9,7,7,8
ENSG00000107864,8,6,8,6,6,6,6,7
ENSG00000107872,6,6,6,7,6,6,6,6
ENSG00000107874,7,8,7,9,7,7,7,7
ENSG00000107882,8,8,7,7,6,7,7,8
ENSG00000107890,7,6,7,5,7,6,8,7
ENSG00000107897,9,8,9,8,8,8,8,8
ENSG00000107902,7,6,6,8,7,7,7,7
ENSG00000107929,10,10,10,10,9,10,9,10
ENSG00000107937,8,7,8,7,9,8,8,8
ENSG00000107938,8,8,7,7,8,8,8,7
ENSG00000107949,7,7,7,6,8,7,8,8
ENSG00000107951,7,7,7,6,8,7,7,7
ENSG00000107954,6,5,6,5,5,5,5,7
ENSG00000107957,5,6,5,6,10,5,7,6
ENSG00000107959,8,8,8,8,8,8,8,8
ENSG00000107960,8,7,7,7,7,7,7,7
ENSG00000107968,9,9,8,8,7,8,8,8
ENSG00000108010,8,7,7,7,8,7,8,7
ENSG00000108021,9,8,9,6,9,8,9,9
ENSG00000108039,9,9,9,9,8,8,9,8
ENSG00000108055,9,9,9,9,10,10,10,9
ENSG00000108061,11,11,11,10,9,10,9,10
ENSG00000108064,8,8,8,7,8,7,8,8
ENSG00000108091,9,8,8,6,9,7,8,8
ENSG00000108094,8,8,8,8,9,8,8,8
ENSG00000108100,9,10,10,11,9,10,10,9
ENSG00000108106,9,6,7,7,6,7,6,7
ENSG00000108107,13,12,12,12,12,11,11,12
ENSG00000108175,10,9,10,9,8,9,9,10
ENSG00000108179,8,9,9,10,8,9,8,9
ENSG00000108187,6,5,6,7,5,6,5,6
ENSG00000108219,11,11,11,11,9,11,11,11
ENSG00000108239,6,6,6,4,7,5,6,5
ENSG00000108244,10,11,10,11,8,9,8,11
ENSG00000108256,11,11,11,10,10,11,10,10
ENSG00000108262,8,8,7,8,8,8,8,8
ENSG00000108298,11,12,11,12,13,11,13,12
ENSG00000108306,8,8,9,10,10,9,9,9
ENSG00000108309,9,8,6,9,5,7,7,6
ENSG00000108312,9,10,10,10,11,10,10,10
ENSG00000108344,9,9,8,9,9,8,8,8
ENSG00000108349,11,11,11,12,11,11,10,11
ENSG00000108352,6,6,5,7,6,9,6,6
ENSG00000108370,5,4,3,5,5,5,6,5
ENSG00000108379,3,3,4,3,6,3,3,3
ENSG00000108384,5,6,5,4,7,5,6,5
ENSG00000108387,10,5,10,5,6,5,5,9
ENSG00000108389,10,9,10,9,10,9,9,9
ENSG00000108395,6,7,6,6,8,7,7,7
ENSG00000108405,7,9,8,11,8,10,9,9
ENSG00000108406,8,8,7,9,8,8,8,7
ENSG00000108423,6,6,6,6,7,6,7,7
ENSG00000108424,13,12,13,12,12,12,11,13
ENSG00000108433,8,8,8,7,10,8,8,8
ENSG00000108439,7,6,6,4,7,6,6,7
ENSG00000108443,7,7,7,7,9,8,8,8
ENSG00000108465,7,7,7,8,8,8,7,8
ENSG00000108468,8,8,8,9,9,9,9,8
ENSG00000108469,7,7,6,7,8,7,7,8
ENSG00000108474,5,5,4,6,6,6,7,6
ENSG00000108479,7,7,7,10,6,7,6,7
ENSG00000108506,6,6,6,5,8,7,7,7
ENSG00000108509,9,10,8,11,8,10,9,9
ENSG00000108510,10,10,10,9,10,10,9,9
ENSG00000108515,5,5,5,6,6,5,6,5
ENSG00000108518,13,13,12,15,12,13,12,13
ENSG00000108523,10,11,10,12,9,10,10,10
ENSG00000108528,8,9,8,10,7,8,8,8
ENSG00000108556,5,5,3,3,4,5,4,4
ENSG00000108557,6,7,6,6,6,7,7,6
ENSG00000108559,8,7,7,7,9,8,8,8
ENSG00000108561,8,8,7,8,8,8,8,7
ENSG00000108576,4,5,5,5,3,4,4,4
ENSG00000108578,7,7,7,7,7,6,8,8
ENSG00000108582,10,12,11,11,9,12,11,10
ENSG00000108587,8,9,9,8,9,8,8,9
ENSG00000108588,8,9,9,9,9,9,9,8
ENSG00000108590,6,6,6,7,6,6,6,6
ENSG00000108591,8,8,7,7,8,7,8,8
ENSG00000108592,8,8,8,8,9,8,8,9
ENSG00000108599,9,9,9,9,8,9,9,9
ENSG00000108604,9,9,9,10,9,10,9,10
ENSG00000108622,9,8,9,8,8,7,8,9
ENSG00000108639,10,10,9,10,10,10,9,9
ENSG00000108651,9,8,9,8,9,8,9,9
ENSG00000108654,12,13,13,12,14,12,13,13
ENSG00000108666,5,5,6,5,8,6,7,6
ENSG00000108669,12,11,12,12,12,11,11,12
ENSG00000108671,9,8,8,9,9,8,9,9
ENSG00000108679,11,7,10,7,6,6,7,10
ENSG00000108691,8,3,8,4,3,3,3,7
ENSG00000108733,6,6,6,6,7,6,6,5
ENSG00000108771,12,7,11,7,8,7,6,10
ENSG00000108773,7,7,7,7,8,7,7,8
ENSG00000108774,10,10,9,10,8,9,8,9
ENSG00000108784,5,6,5,6,7,7,7,6
ENSG00000108788,10,10,9,10,9,10,9,9
ENSG00000108797,4,4,4,5,6,4,5,5
ENSG00000108798,9,8,8,8,7,7,8,9
ENSG00000108799,9,10,10,11,11,10,10,10
ENSG00000108819,11,10,11,12,10,11,11,11
ENSG00000108826,7,6,5,6,7,7,7,6
ENSG00000108828,7,8,7,9,10,10,8,8
ENSG00000108829,9,9,9,10,9,9,8,9
ENSG00000108839,7,7,6,8,5,6,6,6
ENSG00000108840,8,9,8,11,10,10,9,9
ENSG00000108846,7,8,5,9,5,8,7,7
ENSG00000108848,10,10,10,10,12,10,11,11
ENSG00000108854,7,8,8,7,8,8,8,7
ENSG00000108861,10,9,10,9,8,8,9,9
ENSG00000108883,9,9,9,9,9,9,9,10
ENSG00000108932,7,8,8,9,7,8,7,8
ENSG00000108946,12,12,12,11,11,12,11,11
ENSG00000108950,8,8,6,7,4,5,5,6
ENSG00000108953,11,11,11,11,10,10,10,11
ENSG00000108960,8,8,8,8,8,7,8,9
ENSG00000108961,6,6,6,5,6,6,7,6
ENSG00000108963,5,5,5,6,7,5,6,6
ENSG00000108984,11,10,11,10,8,9,8,9
ENSG00000109016,6,7,6,8,5,8,7,7
ENSG00000109046,12,12,12,11,10,11,11,11
ENSG00000109047,3,4,3,6,3,4,3,4
ENSG00000109062,10,10,10,12,10,11,10,11
ENSG00000109063,5,5,6,5,6,5,6,6
ENSG00000109065,6,7,6,6,8,7,7,7
ENSG00000109066,7,7,6,7,7,7,7,8
ENSG00000109079,7,7,7,7,8,7,7,7
ENSG00000109083,7,7,7,8,7,8,7,7
ENSG00000109084,4,4,3,6,6,5,5,5
ENSG00000109103,9,9,9,11,8,10,9,10
ENSG00000109107,5,6,5,8,7,7,6,6
ENSG00000109111,10,10,10,11,10,10,10,10
ENSG00000109113,6,7,6,6,5,7,6,6
ENSG00000109118,9,10,10,11,9,11,10,10
ENSG00000109133,10,10,10,10,9,10,9,10
ENSG00000109171,9,8,9,9,9,9,9,8
ENSG00000109180,9,9,9,9,10,9,9,9
ENSG00000109184,6,6,6,5,8,7,7,7
ENSG00000109189,6,5,5,4,7,5,6,6
ENSG00000109220,9,9,9,9,7,8,7,8
ENSG00000109270,8,9,9,9,8,9,8,8
ENSG00000109272,5,5,5,7,4,5,5,5
ENSG00000109320,10,11,10,11,9,10,9,10
ENSG00000109323,9,9,10,10,8,10,9,10
ENSG00000109332,13,13,13,12,11,12,11,12
ENSG00000109381,10,9,10,9,9,9,9,9
ENSG00000109390,6,7,6,7,7,7,6,7
ENSG00000109436,7,8,7,6,7,7,8,7
ENSG00000109445,9,8,8,7,8,7,8,8
ENSG00000109452,6,7,7,6,6,6,9,7
ENSG00000109458,9,8,9,7,10,7,7,8
ENSG00000109466,9,11,9,10,7,10,9,7
ENSG00000109475,8,8,6,8,9,9,10,7
ENSG00000109501,3,4,3,5,5,4,4,4
ENSG00000109519,8,8,7,8,8,8,7,7
ENSG00000109534,6,6,6,6,6,6,6,7
ENSG00000109536,8,7,8,7,8,7,7,8
ENSG00000109572,8,8,8,8,8,8,8,8
ENSG00000109586,7,9,9,9,8,9,9,8
ENSG00000109606,10,10,10,9,10,10,10,10
ENSG00000109618,7,7,7,5,7,7,7,6
ENSG00000109654,4,5,4,3,7,4,6,4
ENSG00000109667,6,6,5,6,4,6,7,6
ENSG00000109670,8,8,8,8,8,8,8,9
ENSG00000109674,4,4,4,4,3,7,3,4
ENSG00000109680,5,4,5,4,5,5,5,4
ENSG00000109684,4,4,4,4,8,4,5,3
ENSG00000109685,7,8,7,7,9,9,9,8
ENSG00000109689,8,8,9,7,10,7,8,8
ENSG00000109736,8,8,6,9,7,9,7,7
ENSG00000109743,10,11,10,12,8,11,9,10
ENSG00000109756,9,9,10,9,9,9,8,8
ENSG00000109762,4,5,6,5,7,4,7,5
ENSG00000109775,6,6,7,6,7,6,7,7
ENSG00000109787,10,10,11,11,8,11,10,10
ENSG00000109790,8,9,8,7,8,7,8,7
ENSG00000109805,5,5,5,6,4,8,5,3
ENSG00000109814,7,7,7,5,8,6,7,6
ENSG00000109854,10,10,10,10,8,9,9,9
ENSG00000109861,11,11,11,11,10,11,10,10
ENSG00000109881,4,4,4,5,4,5,5,4
ENSG00000109906,7,8,4,8,3,6,6,5
ENSG00000109911,6,7,6,6,7,7,7,7
ENSG00000109917,8,7,8,7,9,7,8,8
ENSG00000109919,8,8,8,8,9,8,8,8
ENSG00000109920,9,9,9,8,10,9,10,9
ENSG00000109929,7,6,6,4,7,6,7,6
ENSG00000109943,7,5,6,5,5,5,6,6
ENSG00000109944,5,5,5,5,5,4,5,4
ENSG00000109956,5,4,5,5,7,6,7,6
ENSG00000109971,15,11,14,12,13,12,12,13
ENSG00000110002,7,8,6,7,6,5,6,7
ENSG00000110011,8,8,6,9,8,8,7,8
ENSG00000110013,7,7,6,8,6,6,7,7
ENSG00000110025,4,4,4,4,5,4,5,4
ENSG00000110031,9,9,9,9,9,8,9,10
ENSG00000110042,6,7,5,6,8,7,6,6
ENSG00000110046,8,9,8,9,7,9,8,8
ENSG00000110047,10,12,10,13,10,11,10,10
ENSG00000110048,9,9,9,8,9,9,9,9
ENSG00000110057,11,10,11,10,9,9,8,10
ENSG00000110060,7,7,7,6,7,6,6,6
ENSG00000110063,7,7,7,7,7,6,6,7
ENSG00000110066,8,9,9,9,9,9,9,9
ENSG00000110074,6,7,6,7,8,7,7,7
ENSG00000110075,10,10,10,9,10,10,10,9
ENSG00000110076,3,3,3,3,3,4,4,5
ENSG00000110077,13,11,11,12,8,11,10,10
ENSG00000110079,9,9,8,8,5,7,6,9
ENSG00000110080,9,10,8,11,6,9,7,8
ENSG00000110090,10,10,10,9,9,9,10,10
ENSG00000110104,5,6,6,6,7,6,6,6
ENSG00000110107,8,9,8,8,9,8,9,9
ENSG00000110108,8,7,7,8,9,7,8,8
ENSG00000110171,5,5,6,6,6,6,6,7
ENSG00000110172,10,8,9,7,9,7,8,8
ENSG00000110200,6,7,6,7,6,8,7,7
ENSG00000110203,7,12,7,11,5,12,7,6
ENSG00000110218,8,7,8,6,7,5,6,6
ENSG00000110237,3,4,3,6,4,7,4,4
ENSG00000110274,8,7,8,8,8,8,8,8
ENSG00000110315,8,10,9,10,8,10,9,8
ENSG00000110318,4,4,5,4,6,5,6,5
ENSG00000110321,13,13,13,13,12,12,12,12
ENSG00000110324,11,11,11,10,10,10,11,11
ENSG00000110330,10,9,10,9,9,9,9,9
ENSG00000110344,10,10,10,10,9,10,9,10
ENSG00000110367,11,11,11,11,11,11,11,11
ENSG00000110395,11,11,11,12,10,11,10,11
ENSG00000110400,5,7,6,7,5,9,6,6
ENSG00000110422,11,11,11,10,9,11,10,10
ENSG00000110429,8,8,8,7,8,8,8,7
ENSG00000110435,7,6,7,6,7,7,7,7
ENSG00000110442,8,8,8,8,8,8,8,8
ENSG00000110446,9,10,9,11,8,9,8,9
ENSG00000110448,7,7,7,8,8,8,10,9
ENSG00000110455,7,5,6,6,8,6,6,8
ENSG00000110492,8,4,7,4,7,5,4,7
ENSG00000110497,9,8,9,8,8,7,7,9
ENSG00000110514,9,9,9,9,9,9,9,9
ENSG00000110536,5,6,4,5,6,6,6,6
ENSG00000110583,6,7,7,6,8,7,8,7
ENSG00000110619,9,10,9,10,9,9,9,9
ENSG00000110628,6,7,7,7,6,8,5,7
ENSG00000110651,9,9,8,8,9,8,9,9
ENSG00000110660,4,5,5,5,8,4,6,4
ENSG00000110665,10,8,10,9,8,10,9,10
ENSG00000110693,6,5,4,5,3,7,5,5
ENSG00000110696,10,9,10,9,10,9,10,9
ENSG00000110697,9,9,8,10,9,9,9,9
ENSG00000110700,10,10,9,10,11,10,11,9
ENSG00000110711,8,9,8,9,9,8,9,8
ENSG00000110713,10,11,10,11,9,10,10,10
ENSG00000110717,6,7,6,7,8,7,7,7
ENSG00000110719,11,11,11,13,10,12,10,11
ENSG00000110721,5,7,6,6,8,8,6,6
ENSG00000110756,8,8,8,6,8,7,8,8
ENSG00000110768,8,8,8,7,8,8,8,8
ENSG00000110777,7,7,8,9,12,3,8,7
ENSG00000110799,6,5,5,8,4,6,5,5
ENSG00000110801,5,6,5,7,7,6,6,6
ENSG00000110841,5,5,6,3,2,4,5,5
ENSG00000110844,4,3,4,5,7,5,6,5
ENSG00000110848,9,5,8,5,7,5,7,6
ENSG00000110851,8,8,8,7,8,8,8,8
ENSG00000110852,9,9,9,8,7,9,9,9
ENSG00000110871,7,7,6,7,7,6,7,6
ENSG00000110876,12,13,12,14,10,13,12,12
ENSG00000110880,10,10,10,11,10,10,10,10
ENSG00000110888,7,7,7,5,9,7,8,7
ENSG00000110906,8,8,8,8,8,8,8,8
ENSG00000110911,7,8,7,7,8,7,8,7
ENSG00000110917,10,10,10,9,10,9,9,9
ENSG00000110921,5,5,5,6,7,6,5,5
ENSG00000110925,8,8,7,7,8,7,8,8
ENSG00000110931,11,11,10,13,9,11,10,11
ENSG00000110934,13,12,13,14,11,12,11,13
ENSG00000110944,4,4,3,3,4,4,5,5
ENSG00000110955,11,11,11,12,11,11,11,11
ENSG00000110958,12,11,11,10,11,10,11,11
ENSG00000110987,4,5,5,4,7,5,6,5
ENSG00000111011,10,9,10,9,9,9,9,9
ENSG00000111052,9,10,10,10,7,10,9,9
ENSG00000111057,4,4,4,3,5,3,4,4
ENSG00000111058,4,5,6,4,3,6,5,4
ENSG00000111110,4,6,5,7,4,6,5,4
ENSG00000111142,8,8,8,7,9,8,9,9
ENSG00000111144,12,13,11,13,11,13,11,11
ENSG00000111145,9,9,9,7,8,7,9,9
ENSG00000111181,8,7,6,7,5,4,5,6
ENSG00000111186,4,5,3,5,6,6,4,4
ENSG00000111196,6,5,5,5,6,6,6,5
ENSG00000111199,4,5,4,4,3,5,4,5
ENSG00000111203,7,7,8,7,9,7,8,8
ENSG00000111206,5,4,5,5,4,8,4,4
ENSG00000111224,10,7,9,6,7,7,7,9
ENSG00000111229,12,12,12,13,11,12,11,11
ENSG00000111231,7,7,7,7,7,7,6,6
ENSG00000111237,9,9,9,9,9,10,9,9
ENSG00000111247,3,4,4,3,5,6,4,4
ENSG00000111252,11,10,11,10,9,10,10,11
ENSG00000111261,8,11,9,12,7,11,9,9
ENSG00000111266,7,8,8,9,6,8,9,7
ENSG00000111269,8,8,8,8,9,8,9,8
ENSG00000111271,7,7,7,8,8,7,7,8
ENSG00000111275,9,10,9,10,7,10,8,9
ENSG00000111276,10,10,10,11,10,10,10,10
ENSG00000111291,3,3,3,7,3,3,3,3
ENSG00000111300,7,7,7,4,8,7,8,7
ENSG00000111319,5,4,5,5,4,4,4,4
ENSG00000111321,10,10,10,11,7,10,9,10
ENSG00000111328,6,6,6,7,6,6,6,5
ENSG00000111331,15,11,15,8,10,8,8,14
ENSG00000111335,15,10,15,9,11,8,9,14
ENSG00000111348,14,14,14,16,13,14,13,14
ENSG00000111358,7,6,6,6,8,7,7,7
ENSG00000111361,8,8,8,8,9,8,8,8
ENSG00000111364,7,7,7,6,8,8,8,8
ENSG00000111371,8,9,9,8,11,10,11,9
ENSG00000111412,8,8,8,8,10,8,9,8
ENSG00000111424,9,8,9,9,6,9,8,9
ENSG00000111445,6,6,6,6,8,7,6,6
ENSG00000111450,7,7,7,7,8,6,7,7
ENSG00000111452,3,5,3,4,3,4,4,4
ENSG00000111481,9,10,9,9,10,9,9,9
ENSG00000111490,5,6,4,6,5,5,5,5
ENSG00000111530,9,9,9,8,10,9,10,9
ENSG00000111537,3,4,4,4,5,4,4,4
ENSG00000111540,10,11,10,12,11,11,10,10
ENSG00000111554,7,7,8,7,8,8,7,7
ENSG00000111581,8,7,8,7,8,8,8,8
ENSG00000111596,9,9,9,9,9,9,9,9
ENSG00000111602,6,5,7,6,9,7,7,7
ENSG00000111605,8,8,9,8,10,9,9,8
ENSG00000111615,7,7,8,6,9,8,8,7
ENSG00000111639,7,8,7,8,8,8,8,7
ENSG00000111640,13,14,12,15,12,14,13,12
ENSG00000111642,9,10,10,11,10,10,10,10
ENSG00000111644,8,8,7,9,7,8,7,8
ENSG00000111647,8,9,9,10,7,9,8,8
ENSG00000111652,8,8,8,8,8,8,7,7
ENSG00000111653,8,8,8,8,8,8,8,8
ENSG00000111665,4,4,3,5,4,7,4,4
ENSG00000111666,10,9,8,10,9,9,10,8
ENSG00000111667,7,8,7,8,8,8,8,8
ENSG00000111669,11,11,10,12,10,11,10,10
ENSG00000111670,9,9,9,7,10,9,9,9
ENSG00000111671,5,5,5,6,6,6,6,6
ENSG00000111674,6,6,6,7,6,6,8,7
ENSG00000111676,6,7,6,7,8,6,7,7
ENSG00000111678,5,6,5,8,8,7,8,6
ENSG00000111679,12,12,12,14,12,12,11,12
ENSG00000111684,8,10,9,10,7,9,8,8
ENSG00000111696,5,7,5,6,7,7,7,5
ENSG00000111707,9,8,9,9,9,9,9,9
ENSG00000111711,8,7,8,5,8,8,8,7
ENSG00000111716,8,9,9,10,9,9,11,10
ENSG00000111725,8,9,8,8,8,8,8,9
ENSG00000111726,8,7,7,7,7,8,8,7
ENSG00000111727,7,7,7,6,7,7,7,6
ENSG00000111728,4,5,4,4,5,5,6,5
ENSG00000111729,5,5,6,5,4,5,5,5
ENSG00000111731,10,8,9,7,9,9,9,9
ENSG00000111737,10,10,10,11,9,10,9,10
ENSG00000111752,6,6,6,5,7,5,7,6
ENSG00000111775,7,8,7,8,7,8,8,7
ENSG00000111785,6,6,7,6,7,6,7,7
