ensembl_gene_id,sepwes003,sepwes006,sepwes007,sepwes008,sepwes009,sepwes010,sepwes011,sepwes012
ENSG00000241370,4,4,5,5,5,5,5,5
ENSG00000241399,9,10,10,11,8,10,10,9
ENSG00000241468,8,8,7,8,8,8,8,7
ENSG00000241527,5,3,4,5,5,4,4,3
ENSG00000241553,11,11,11,12,9,11,10,11
ENSG00000241657,5,3,5,4,4,4,5,4
ENSG00000241678,4,4,4,4,5,4,4,4
ENSG00000241685,7,7,7,8,7,7,7,7
ENSG00000241721,4,5,5,5,3,5,5,4
ENSG00000241755,5,4,6,6,3,3,4,4
ENSG00000241764,5,6,4,5,5,5,5,5
ENSG00000241769,4,4,3,4,5,5,4,5
ENSG00000241772,6,5,6,7,5,5,5,7
ENSG00000241837,6,6,7,7,7,7,7,6
ENSG00000241839,12,12,12,12,10,11,10,11
ENSG00000241852,6,6,6,6,5,5,6,6
ENSG00000241860,6,6,6,5,3,7,5,5
ENSG00000241878,10,11,10,11,8,11,10,10
ENSG00000241886,7,6,7,6,5,6,5,6
ENSG00000241945,3,4,3,4,5,5,4,3
ENSG00000241973,9,9,9,10,9,9,9,9
ENSG00000241990,6,5,5,5,5,4,5,5
ENSG00000242028,5,6,6,5,6,6,5,6
ENSG00000242071,4,4,5,5,6,5,5,5
ENSG00000242086,7,7,8,8,9,8,8,8
ENSG00000242094,5,4,5,4,4,4,4,5
ENSG00000242125,6,6,7,7,8,7,8,7
ENSG00000242193,5,4,4,5,5,5,5,5
ENSG00000242247,9,9,9,10,8,9,9,9
ENSG00000242259,7,7,7,8,8,8,8,7
ENSG00000242265,4,4,3,4,8,3,5,5
ENSG00000242294,4,5,5,5,6,6,6,5
ENSG00000242299,6,4,3,5,6,5,6,4
ENSG00000242324,6,4,5,5,3,6,4,4
ENSG00000242372,8,8,7,9,8,7,7,7
ENSG00000242472,4,4,3,4,7,4,5,3
ENSG00000242485,8,7,7,8,8,7,8,8
ENSG00000242498,6,6,6,6,4,6,7,7
ENSG00000242539,5,3,4,4,4,4,5,4
ENSG00000242550,5,4,6,5,4,10,4,5
ENSG00000242574,9,8,9,7,12,8,9,9
ENSG00000242588,4,3,4,3,4,4,4,4
ENSG00000242612,5,4,5,3,5,5,5,5
ENSG00000242622,5,5,5,5,5,5,5,4
ENSG00000242732,7,6,7,5,5,4,6,6
ENSG00000242779,6,5,5,3,5,4,4,6
ENSG00000242802,8,8,8,9,8,9,8,8
ENSG00000242861,5,5,5,6,6,6,7,6
ENSG00000243064,7,6,5,6,5,7,6,4
ENSG00000243147,7,8,6,7,7,7,7,7
ENSG00000243155,4,5,5,5,4,5,6,5
ENSG00000243156,6,6,5,5,8,6,6,6
ENSG00000243175,4,4,3,3,5,4,3,4
ENSG00000243199,5,3,4,5,4,4,5,4
ENSG00000243238,6,4,7,8,3,3,5,3
ENSG00000243244,5,5,4,5,6,5,5,5
ENSG00000243264,4,3,3,3,3,3,3,3
ENSG00000243273,5,6,4,8,3,4,3,4
ENSG00000243279,5,6,6,7,5,6,6,6
ENSG00000243290,4,4,5,7,3,3,4,3
ENSG00000243302,7,7,7,7,6,7,6,7
ENSG00000243317,10,9,9,9,8,9,9,9
ENSG00000243335,6,7,7,7,8,7,9,8
ENSG00000243364,5,6,5,5,5,5,5,5
ENSG00000243410,5,4,4,5,4,5,4,5
ENSG00000243417,4,4,4,5,4,5,4,3
ENSG00000243449,3,3,5,5,4,5,4,3
ENSG00000243466,7,6,8,9,4,3,7,5
ENSG00000243477,5,3,4,5,6,6,5,4
ENSG00000243544,6,5,6,6,5,6,6,5
ENSG00000243547,4,4,4,5,4,4,4,5
ENSG00000243554,4,4,4,4,5,4,5,5
ENSG00000243566,5,4,3,6,5,5,4,4
ENSG00000243646,6,7,7,7,6,7,6,6
ENSG00000243650,5,5,5,4,4,4,4,5
ENSG00000243660,6,6,6,7,6,7,6,6
ENSG00000243667,4,5,5,6,7,6,6,5
ENSG00000243679,7,7,6,7,5,7,6,6
ENSG00000243696,6,5,4,5,5,4,4,6
ENSG00000243716,6,6,6,6,8,7,7,7
ENSG00000243753,7,8,4,9,7,8,8,8
ENSG00000243772,5,4,5,5,4,5,4,5
ENSG00000243806,6,6,6,6,4,6,5,6
ENSG00000243811,5,4,5,3,5,4,4,5
ENSG00000243819,5,4,3,4,5,5,4,4
ENSG00000243836,4,4,3,4,4,4,5,4
ENSG00000243927,7,8,6,7,7,7,8,7
ENSG00000243943,8,7,8,7,9,8,8,8
ENSG00000243970,6,5,6,5,7,5,6,6
ENSG00000244005,6,7,5,7,7,7,7,7
ENSG00000244026,4,5,5,5,6,4,4,5
ENSG00000244038,10,10,9,10,10,10,9,9
ENSG00000244041,7,5,6,6,5,5,6,7
ENSG00000244045,8,7,8,7,8,7,7,7
ENSG00000244055,4,4,5,4,5,4,4,4
ENSG00000244119,4,4,4,4,7,4,5,4
ENSG00000244165,5,5,5,6,5,5,6,5
ENSG00000244187,5,5,5,6,5,6,6,5
ENSG00000244313,5,4,4,6,6,6,6,5
ENSG00000244361,4,5,3,5,4,4,4,4
ENSG00000244398,5,4,3,5,6,5,5,5
ENSG00000244437,7,5,6,8,3,3,6,3
ENSG00000244459,5,6,4,5,4,5,5,5
ENSG00000244462,9,9,9,8,10,9,9,9
ENSG00000244480,5,5,5,5,5,5,5,5
ENSG00000244482,12,11,11,13,8,11,9,11
ENSG00000244486,3,4,3,5,3,5,4,5
ENSG00000244509,11,9,11,10,11,9,10,11
ENSG00000244575,4,4,5,5,3,4,4,3
ENSG00000244607,4,4,4,5,4,4,4,5
ENSG00000244617,9,7,8,8,6,7,7,9
ENSG00000244625,6,6,5,6,6,6,6,6
ENSG00000244627,5,6,5,6,8,7,6,6
ENSG00000244682,11,8,10,7,8,9,4,8
ENSG00000244687,5,5,6,5,6,5,6,4
ENSG00000244701,4,5,5,4,6,4,6,5
ENSG00000244720,4,3,4,4,4,5,6,5
ENSG00000244723,4,5,4,5,4,5,4,4
ENSG00000244754,11,11,11,10,11,11,11,11
ENSG00000244879,7,8,8,8,12,8,10,8
ENSG00000245025,5,4,5,5,5,4,5,5
ENSG00000245060,8,7,9,7,8,8,7,9
ENSG00000245149,4,4,4,4,6,5,4,4
ENSG00000245164,8,9,9,9,9,9,11,10
ENSG00000245213,4,5,4,5,5,4,4,4
ENSG00000245275,4,5,5,4,4,4,5,4
ENSG00000245532,12,12,13,12,12,13,12,13
ENSG00000245552,6,5,5,5,5,5,5,5
ENSG00000245556,7,5,6,5,6,5,6,6
ENSG00000245571,5,5,6,5,6,5,6,5
ENSG00000245680,6,6,6,6,9,5,7,6
ENSG00000245750,4,5,3,5,5,5,4,4
ENSG00000245848,8,9,8,11,7,9,8,8
ENSG00000245849,6,6,6,6,9,6,7,7
ENSG00000245888,4,4,3,5,5,5,4,4
ENSG00000245904,4,5,4,3,7,4,5,4
ENSG00000245910,6,7,7,7,8,7,7,8
ENSG00000245937,5,5,5,6,8,6,7,5
ENSG00000245954,5,5,4,6,4,5,7,6
ENSG00000245958,5,8,8,8,8,8,7,7
ENSG00000246016,4,5,4,6,3,5,4,5
ENSG00000246067,5,5,5,5,7,5,5,5
ENSG00000246082,8,7,7,6,5,7,5,7
ENSG00000246089,4,5,4,5,5,5,5,4
ENSG00000246203,4,4,4,4,4,6,4,3
ENSG00000246223,5,5,5,5,5,4,6,5
ENSG00000246263,8,9,9,8,8,8,8,8
ENSG00000246273,4,4,5,5,6,4,5,4
ENSG00000246430,7,5,6,5,4,5,4,5
ENSG00000246526,4,5,4,5,6,6,6,6
ENSG00000246548,4,5,5,5,4,4,4,4
ENSG00000246560,4,5,5,5,5,4,4,4
ENSG00000246582,5,6,5,5,6,4,6,4
ENSG00000246596,5,5,5,4,6,6,6,5
ENSG00000246627,4,4,3,3,4,4,5,5
ENSG00000246705,8,8,7,8,8,8,8,7
ENSG00000246731,6,6,6,5,4,5,5,7
ENSG00000246790,4,4,5,3,3,4,5,5
ENSG00000246898,4,4,4,4,4,4,5,4
ENSG00000246922,6,6,6,5,7,6,7,7
ENSG00000246985,4,3,3,5,4,4,4,5
ENSG00000247077,7,7,7,6,8,7,7,7
ENSG00000247092,4,5,5,4,5,6,5,5
ENSG00000247121,5,4,4,5,6,4,4,5
ENSG00000247137,5,5,6,5,6,5,6,5
ENSG00000247240,5,5,5,6,5,4,5,5
ENSG00000247271,5,5,5,6,6,6,5,6
ENSG00000247287,4,5,5,4,4,5,7,6
ENSG00000247315,8,8,8,8,9,8,8,8
ENSG00000247373,5,5,5,5,7,5,5,6
ENSG00000247400,6,7,5,7,6,7,6,6
ENSG00000247556,10,10,10,10,11,10,11,10
ENSG00000247572,4,5,4,4,7,5,6,4
ENSG00000247596,8,9,8,10,8,9,8,8
ENSG00000247626,4,5,6,5,6,5,6,5
ENSG00000247746,4,3,3,4,6,4,5,4
ENSG00000247774,7,7,8,9,8,8,9,9
ENSG00000247828,5,5,5,5,7,6,6,6
ENSG00000247853,5,5,5,4,6,5,5,5
ENSG00000247982,6,7,7,7,11,5,8,7
ENSG00000248008,4,3,3,5,5,4,4,4
ENSG00000248019,8,8,9,9,8,9,8,9
ENSG00000248049,6,5,6,5,7,6,6,6
ENSG00000248092,6,5,6,5,7,6,7,6
ENSG00000248099,5,7,4,6,4,5,5,5
ENSG00000248124,5,5,6,5,7,6,7,6
ENSG00000248275,5,5,6,7,6,6,6,4
ENSG00000248309,6,5,6,4,6,3,5,5
ENSG00000248323,8,9,9,9,6,9,9,10
ENSG00000248333,9,9,9,9,8,8,8,9
ENSG00000248334,6,6,6,5,3,6,6,6
ENSG00000248367,4,4,4,5,5,5,5,5
ENSG00000248385,5,4,4,3,3,8,3,4
ENSG00000248429,6,7,6,5,4,5,6,7
ENSG00000248445,4,4,4,3,5,4,5,5
ENSG00000248476,5,5,5,4,4,4,5,5
ENSG00000248477,5,5,7,5,3,4,4,5
ENSG00000248483,5,3,5,5,5,4,5,5
ENSG00000248487,4,3,4,5,6,5,4,4
ENSG00000248508,5,5,5,4,6,5,5,6
ENSG00000248527,12,11,11,12,13,11,10,11
ENSG00000248559,4,4,5,5,4,4,4,5
ENSG00000248592,5,4,4,5,4,5,4,4
ENSG00000248593,5,5,5,6,5,6,6,6
ENSG00000248712,5,5,5,5,5,6,4,5
ENSG00000248734,4,4,5,4,4,5,3,4
ENSG00000248774,3,6,4,5,4,5,4,4
ENSG00000248780,4,4,4,4,4,4,4,3
ENSG00000248791,5,6,5,6,4,6,5,6
ENSG00000248810,8,6,7,4,5,5,6,7
ENSG00000248863,6,5,7,5,5,6,5,6
ENSG00000248905,7,8,6,5,4,6,7,6
ENSG00000249087,4,4,5,4,5,4,4,5
ENSG00000249096,6,5,6,6,5,5,5,5
ENSG00000249115,5,5,5,5,7,6,7,7
ENSG00000249138,5,5,5,6,4,5,4,6
ENSG00000249173,5,7,5,3,2,4,3,5
ENSG00000249353,5,4,4,3,5,4,4,4
ENSG00000249437,9,10,10,9,6,9,8,9
ENSG00000249471,5,5,3,5,5,5,5,5
ENSG00000249476,6,7,7,6,7,5,6,6
ENSG00000249592,5,5,5,6,6,5,6,5
ENSG00000249662,4,5,5,4,3,4,4,5
ENSG00000249673,5,6,6,6,7,6,6,6
ENSG00000249684,4,4,4,3,4,4,5,4
ENSG00000249790,9,9,9,8,6,9,5,8
ENSG00000249825,3,4,4,5,4,4,5,5
ENSG00000249859,5,6,6,5,6,5,7,5
ENSG00000249863,3,6,5,6,5,6,6,4
ENSG00000249915,9,9,9,9,9,9,9,9
ENSG00000249936,5,6,6,7,5,5,4,5
ENSG00000249978,5,5,4,3,5,4,5,5
ENSG00000249992,6,5,5,6,3,5,5,5
ENSG00000250067,5,5,6,5,6,5,5,6
ENSG00000250130,4,4,5,5,5,5,5,4
ENSG00000250138,8,8,6,9,6,10,8,5
ENSG00000250182,4,4,3,4,4,4,5,4
ENSG00000250251,3,5,3,3,5,4,5,3
ENSG00000250290,5,4,5,4,4,4,4,5
ENSG00000250303,3,6,3,6,5,5,5,4
ENSG00000250312,6,6,5,5,6,5,6,5
ENSG00000250317,6,6,4,6,7,6,6,6
ENSG00000250318,5,6,6,7,5,6,6,6
ENSG00000250334,7,6,5,7,4,5,5,5
ENSG00000250361,8,5,4,6,4,7,7,6
ENSG00000250461,5,4,5,6,5,4,4,7
ENSG00000250462,5,5,6,4,7,6,6,6
ENSG00000250479,7,7,6,7,8,6,6,7
ENSG00000250510,5,7,5,6,5,6,6,6
ENSG00000250548,5,6,5,5,4,4,4,5
ENSG00000250565,6,5,6,6,7,6,6,5
ENSG00000250571,5,5,4,6,7,6,6,6
ENSG00000250608,5,5,5,5,4,5,4,6
ENSG00000250616,6,6,8,7,5,7,5,6
ENSG00000250673,3,4,3,3,6,3,4,4
ENSG00000250687,6,6,6,7,4,6,5,4
ENSG00000250696,5,4,5,4,4,4,6,5
ENSG00000250722,5,3,5,4,3,4,4,4
ENSG00000250771,5,5,4,6,5,4,4,4
ENSG00000250903,6,6,6,5,6,6,5,6
ENSG00000250959,4,5,4,3,6,5,5,4
ENSG00000250966,5,5,5,6,4,5,5,4
ENSG00000251002,7,5,6,4,7,4,4,6
ENSG00000251022,7,7,7,6,8,8,7,7
ENSG00000251023,6,5,6,6,5,6,5,6
ENSG00000251073,3,5,4,3,3,4,4,5
ENSG00000251136,6,5,5,4,6,4,5,5
ENSG00000251143,4,4,4,4,4,4,4,4
ENSG00000251192,7,6,7,6,6,6,6,6
ENSG00000251194,4,6,4,5,4,5,5,4
ENSG00000251215,6,4,5,4,4,4,5,7
ENSG00000251230,7,8,7,6,5,6,5,7
ENSG00000251247,4,5,6,3,7,6,6,5
ENSG00000251259,4,6,6,6,4,6,5,5
ENSG00000251301,6,5,5,5,7,6,6,7
ENSG00000251322,3,3,5,3,3,4,4,3
ENSG00000251364,4,5,5,5,6,5,5,6
ENSG00000251369,5,6,5,5,7,5,7,6
ENSG00000251442,6,6,6,6,4,5,5,5
ENSG00000251474,8,8,8,8,8,8,8,8
ENSG00000251562,16,15,16,15,15,16,15,16
ENSG00000251615,4,5,5,4,7,5,5,4
ENSG00000251634,4,6,6,6,4,5,5,4
ENSG00000251661,4,6,6,9,4,7,5,5
ENSG00000252206,6,4,5,4,4,3,3,6
ENSG00000252577,5,4,5,5,4,4,4,4
ENSG00000252690,4,5,5,4,6,6,5,5
ENSG00000252908,4,4,4,5,3,3,4,5
ENSG00000253005,3,4,4,5,4,4,4,3
ENSG00000253043,5,3,5,5,3,4,4,6
ENSG00000253106,5,5,5,5,6,5,5,5
ENSG00000253200,7,7,7,7,6,7,6,7
ENSG00000253210,6,6,7,6,4,5,5,7
ENSG00000253214,5,6,4,4,4,4,4,5
ENSG00000253234,4,4,3,3,3,3,3,3
ENSG00000253250,5,5,5,5,4,5,5,4
ENSG00000253251,5,5,5,3,4,5,5,4
ENSG00000253276,9,10,9,10,8,8,8,8
ENSG00000253293,4,4,3,4,3,4,4,4
ENSG00000253341,4,5,4,5,4,5,4,4
ENSG00000253352,10,10,11,10,11,11,10,10
ENSG00000253438,5,3,5,5,4,4,4,5
ENSG00000253522,4,4,5,3,5,5,5,5
ENSG00000253549,6,4,4,4,4,4,5,4
ENSG00000253558,4,4,4,5,4,4,5,4
ENSG00000253616,5,7,6,7,4,6,5,6
ENSG00000253626,5,5,5,4,5,5,4,5
ENSG00000253636,4,4,4,5,5,4,5,4
ENSG00000253710,6,5,6,5,6,5,6,5
ENSG00000253716,4,5,4,4,6,4,4,4
ENSG00000253719,9,9,9,8,9,9,10,9
ENSG00000253729,8,11,9,10,10,10,11,9
ENSG00000253738,6,6,6,5,7,6,7,6
ENSG00000253755,5,4,5,9,6,4,5,4
ENSG00000253797,9,7,9,7,8,7,8,8
ENSG00000253981,5,6,6,6,4,6,5,5
ENSG00000253982,9,7,6,8,6,8,7,6
ENSG00000253998,3,3,3,5,3,3,4,3
ENSG00000254004,6,7,6,5,8,6,7,6
ENSG00000254006,3,3,5,3,3,8,4,3
ENSG00000254017,5,5,5,5,5,4,4,3
ENSG00000254087,14,14,14,14,12,13,11,13
ENSG00000254093,5,5,5,4,6,5,5,5
ENSG00000254206,5,5,5,3,5,4,5,4
ENSG00000254281,4,6,4,5,6,5,4,4
ENSG00000254288,5,5,5,6,4,5,5,5
ENSG00000254325,6,5,7,6,6,6,5,7
ENSG00000254363,3,4,4,3,5,4,5,3
ENSG00000254415,12,11,12,6,7,10,9,11
ENSG00000254419,5,4,4,5,4,4,4,5
ENSG00000254420,3,4,3,4,3,4,4,3
ENSG00000254469,5,3,4,5,5,5,5,5
ENSG00000254470,11,11,11,11,8,10,9,10
ENSG00000254473,4,5,4,5,4,4,4,4
ENSG00000254505,6,6,6,6,6,6,6,6
ENSG00000254521,6,6,3,4,4,5,4,7
ENSG00000254531,5,5,4,6,5,5,4,3
ENSG00000254614,7,7,6,8,6,6,7,6
ENSG00000254635,7,7,8,9,8,9,8,7
ENSG00000254676,4,4,4,4,5,5,4,5
ENSG00000254682,4,4,3,6,6,5,5,4
ENSG00000254685,8,8,7,6,7,8,7,6
ENSG00000254703,7,5,6,7,4,6,5,6
ENSG00000254709,4,3,4,6,7,3,3,3
ENSG00000254750,5,4,6,3,3,3,4,5
ENSG00000254783,4,4,5,4,5,5,5,4
ENSG00000254789,4,6,5,8,3,7,7,5
ENSG00000254802,5,4,5,4,5,4,4,5
ENSG00000254837,4,4,4,4,5,4,5,4
ENSG00000254838,10,9,10,7,9,8,9,10
ENSG00000254858,6,6,6,6,6,6,5,5
ENSG00000254859,6,5,3,4,4,3,3,5
ENSG00000254860,5,5,5,3,6,4,5,5
ENSG00000254887,4,4,5,5,5,4,5,5
ENSG00000254901,7,7,7,9,8,8,7,7
ENSG00000254910,5,4,5,5,4,4,4,4
ENSG00000254952,5,5,5,5,3,4,4,3
ENSG00000254986,7,7,7,8,7,7,7,7
ENSG00000254995,6,4,6,5,5,6,5,6
ENSG00000254996,5,5,6,6,6,6,6,6
ENSG00000254999,9,10,9,10,10,10,10,9
ENSG00000255026,7,6,6,8,5,6,7,7
ENSG00000255031,7,7,7,9,6,8,7,8
ENSG00000255112,10,11,10,11,9,10,10,9
ENSG00000255135,4,4,4,5,6,4,5,5
ENSG00000255142,4,3,3,4,5,4,4,5
ENSG00000255150,5,4,5,4,6,4,5,5
ENSG00000255163,6,7,7,9,4,8,6,7
ENSG00000255197,8,9,8,10,5,9,7,8
ENSG00000255200,5,5,5,6,6,5,5,5
ENSG00000255221,8,6,8,4,5,5,7,8
ENSG00000255240,5,4,4,5,6,4,5,5
ENSG00000255274,4,4,3,5,4,4,5,4
ENSG00000255284,5,4,5,5,6,5,5,6
ENSG00000255302,9,9,9,8,9,9,10,8
ENSG00000255310,4,5,5,4,6,4,6,6
ENSG00000255328,8,6,9,6,5,6,5,8
ENSG00000255389,5,5,5,5,5,5,6,5
ENSG00000255398,9,12,10,11,8,10,9,9
ENSG00000255422,5,4,5,4,4,4,4,5
ENSG00000255423,5,6,5,6,5,6,5,5
ENSG00000255441,4,5,5,4,4,4,4,5
ENSG00000255455,6,6,7,7,8,7,7,6
ENSG00000255529,7,6,7,5,8,6,8,6
ENSG00000255561,4,5,4,4,6,3,5,5
ENSG00000255571,4,3,5,5,7,4,5,5
ENSG00000255587,6,6,6,6,5,9,5,6
ENSG00000255717,6,7,7,7,9,7,8,8
ENSG00000255733,4,3,4,4,4,4,5,4
ENSG00000255760,6,4,7,4,7,5,5,7
ENSG00000255769,3,5,3,3,3,3,5,5
ENSG00000255801,6,6,5,5,5,6,4,5
ENSG00000255857,4,4,3,5,5,4,5,4
ENSG00000255987,6,5,5,4,6,4,6,6
ENSG00000256039,4,6,5,4,6,6,6,5
ENSG00000256043,9,7,8,6,8,7,8,8
ENSG00000256053,6,6,6,6,6,6,6,6
ENSG00000256060,5,5,4,3,4,4,5,4
ENSG00000256087,6,6,6,5,8,7,7,6
ENSG00000256128,5,4,4,4,5,5,5,5
ENSG00000256223,4,5,5,3,6,5,6,5
ENSG00000256229,6,7,7,7,6,7,7,6
ENSG00000256235,8,8,6,8,5,8,7,7
ENSG00000256262,5,4,5,5,5,4,5,5
ENSG00000256269,8,7,5,8,6,8,7,5
ENSG00000256294,6,6,6,5,7,6,6,6
ENSG00000256433,5,5,6,5,4,5,4,6
ENSG00000256448,7,7,7,7,5,7,6,7
ENSG00000256453,4,4,3,4,4,4,4,5
ENSG00000256525,6,6,6,6,9,7,7,6
ENSG00000256537,7,7,7,6,7,7,7,6
ENSG00000256553,3,4,4,4,4,3,4,5
ENSG00000256576,4,5,4,5,5,4,5,5
ENSG00000256581,5,5,5,6,4,6,5,5
ENSG00000256591,4,4,5,4,5,4,5,5
ENSG00000256594,4,5,5,4,6,5,6,5
ENSG00000256628,4,5,4,5,5,5,5,5
ENSG00000256660,6,5,9,8,5,7,5,7
ENSG00000256667,5,5,5,4,6,4,5,5
ENSG00000256683,8,8,8,8,7,8,7,8
ENSG00000256690,4,4,4,4,5,4,4,4
ENSG00000256745,5,4,4,5,4,4,3,4
ENSG00000256751,5,5,4,5,4,5,4,4
ENSG00000256771,5,6,5,5,8,5,7,6
ENSG00000256806,5,3,4,4,5,4,4,4
ENSG00000256826,4,4,4,6,3,4,4,5
ENSG00000257017,9,11,7,11,6,12,6,5
ENSG00000257027,5,6,7,6,8,6,7,7
ENSG00000257093,7,8,8,7,9,7,9,8
ENSG00000257103,10,10,11,10,10,10,10,10
ENSG00000257122,7,6,6,6,7,6,6,6
ENSG00000257151,4,5,5,4,7,4,6,5
ENSG00000257167,5,6,4,5,6,6,5,5
ENSG00000257176,5,5,5,6,5,6,5,6
ENSG00000257218,8,8,8,7,9,8,8,8
ENSG00000257221,4,5,4,3,7,4,4,4
ENSG00000257242,4,5,3,4,5,4,5,4
ENSG00000257267,8,8,8,8,8,8,9,8
ENSG00000257275,4,5,4,4,5,3,4,4
ENSG00000257285,5,4,5,3,4,4,4,4
ENSG00000257335,11,13,11,14,10,12,11,11
ENSG00000257354,5,6,6,5,7,6,6,6
ENSG00000257365,7,7,5,6,6,6,6,6
ENSG00000257433,7,6,7,6,5,6,5,6
ENSG00000257497,4,4,3,4,6,5,5,4
ENSG00000257509,4,4,3,5,5,4,4,5
ENSG00000257511,4,4,4,4,5,4,5,3
ENSG00000257557,4,4,5,5,5,4,4,4
ENSG00000257599,5,3,4,3,4,4,7,3
ENSG00000257621,9,10,10,9,10,10,10,10
ENSG00000257698,5,5,3,5,5,6,5,4
ENSG00000257702,5,5,5,5,5,5,4,5
ENSG00000257704,6,6,6,7,5,6,5,6
ENSG00000257715,5,5,5,5,4,4,5,5
ENSG00000257727,6,5,5,5,6,6,7,6
ENSG00000257743,10,10,8,8,6,9,7,7
ENSG00000257764,5,6,5,5,2,5,6,5
ENSG00000257815,5,4,4,5,5,6,5,4
ENSG00000257878,7,8,7,8,4,7,7,8
ENSG00000257923,10,11,10,11,8,10,9,10
ENSG00000258017,3,4,4,4,4,4,4,4
ENSG00000258056,6,6,6,6,6,5,5,6
ENSG00000258102,5,4,4,5,4,5,5,5
ENSG00000258199,6,5,6,5,6,6,5,7
ENSG00000258227,8,9,9,7,5,9,6,7
ENSG00000258289,10,9,11,9,9,9,9,8
ENSG00000258297,6,6,6,6,7,6,7,7
ENSG00000258301,5,5,4,5,6,5,6,5
ENSG00000258311,5,5,5,5,4,6,5,5
ENSG00000258315,5,5,4,5,4,5,4,5
ENSG00000258352,5,4,4,5,5,5,5,4
ENSG00000258441,7,7,7,6,7,7,7,7
ENSG00000258461,4,4,5,4,6,5,5,4
ENSG00000258472,5,5,6,6,5,5,5,5
ENSG00000258476,5,8,4,8,3,5,5,5
ENSG00000258559,4,4,4,4,4,4,5,4
ENSG00000258565,4,4,5,6,3,6,4,5
ENSG00000258572,5,4,4,6,4,4,3,3
ENSG00000258634,5,6,6,6,7,7,6,6
ENSG00000258704,5,5,6,4,5,4,4,5
ENSG00000258727,7,6,5,6,8,7,7,7
ENSG00000258733,5,4,5,4,5,4,5,5
ENSG00000258738,7,7,7,7,7,6,6,6
ENSG00000258768,4,4,4,3,5,4,5,4
ENSG00000258810,4,4,4,4,3,5,5,5
ENSG00000258819,6,7,7,6,4,6,5,5
ENSG00000258831,5,7,2,6,3,5,4,3
ENSG00000258839,3,4,5,5,6,5,5,5
ENSG00000258867,4,4,4,4,4,5,5,6
ENSG00000258875,7,5,7,5,5,6,6,6
ENSG00000258890,7,7,7,7,10,8,8,7
ENSG00000258900,4,4,5,4,5,4,4,5
ENSG00000258920,5,5,4,5,5,4,4,4
ENSG00000258922,4,5,6,6,4,5,5,6
ENSG00000258944,4,5,5,6,5,5,5,6
ENSG00000259071,5,4,5,4,6,4,4,5
ENSG00000259182,5,5,6,4,4,4,4,4
ENSG00000259205,5,4,4,3,4,4,5,4
ENSG00000259207,7,6,8,9,5,6,8,7
ENSG00000259291,7,5,6,5,5,5,6,6
ENSG00000259315,4,4,4,4,5,5,4,4
ENSG00000259319,4,5,5,4,5,6,5,4
ENSG00000259321,5,5,6,4,5,5,4,6
ENSG00000259330,8,8,8,9,7,8,8,9
ENSG00000259366,5,5,5,3,4,6,5,4
ENSG00000259379,6,5,6,4,3,5,5,5
ENSG00000259431,5,5,5,5,5,5,4,5
ENSG00000259436,5,4,5,5,6,4,6,4
ENSG00000259448,6,6,6,7,5,6,5,5
ENSG00000259494,5,5,5,4,6,5,6,6
ENSG00000259529,6,5,6,4,5,6,5,6
ENSG00000259600,5,5,5,3,4,5,4,5
ENSG00000259623,6,6,6,5,8,6,7,6
ENSG00000259642,5,7,5,6,5,6,5,5
ENSG00000259652,4,4,4,4,4,5,3,4
ENSG00000259671,5,5,5,4,4,5,4,4
ENSG00000259673,4,5,5,4,7,4,6,5
ENSG00000259704,4,4,3,5,3,4,3,3
ENSG00000259768,4,4,4,3,5,4,4,5
ENSG00000259772,4,4,4,6,3,4,4,3
ENSG00000259820,5,5,6,4,7,6,5,6
ENSG00000259834,8,7,9,6,9,7,10,8
ENSG00000259865,7,7,8,5,6,7,8,7
ENSG00000259877,5,5,5,4,6,5,5,5
ENSG00000259891,5,5,6,6,7,6,6,6
ENSG00000259940,4,4,4,5,6,3,5,5
ENSG00000259943,5,5,5,5,6,5,5,5
ENSG00000259953,7,7,7,7,9,6,7,7
ENSG00000259956,8,8,8,8,8,8,9,8
ENSG00000259959,5,4,4,5,6,6,6,4
ENSG00000259962,5,6,5,4,4,5,5,6
ENSG00000259972,6,6,6,6,8,6,7,7
ENSG00000259994,3,4,3,3,6,3,4,4
ENSG00000260032,10,10,10,10,10,11,11,10
ENSG00000260077,6,5,5,6,7,5,5,6
ENSG00000260078,8,8,9,7,6,8,7,8
ENSG00000260083,4,5,4,4,5,4,5,4
ENSG00000260101,4,5,4,5,8,4,5,4
ENSG00000260114,5,5,5,5,6,5,6,5
ENSG00000260160,4,4,5,4,5,4,4,5
ENSG00000260188,7,4,4,4,4,6,4,5
ENSG00000260197,3,3,5,4,6,3,6,5
ENSG00000260219,4,5,4,4,5,5,4,4
ENSG00000260228,5,4,5,4,3,3,4,5
ENSG00000260231,8,7,7,8,7,8,7,6
ENSG00000260233,4,5,5,4,5,5,5,5
ENSG00000260236,5,5,4,5,6,5,5,5
ENSG00000260244,5,4,6,4,3,4,5,6
ENSG00000260257,6,6,7,8,7,6,7,7
ENSG00000260261,4,3,3,4,7,4,5,4
ENSG00000260267,5,5,5,4,7,5,6,5
ENSG00000260274,4,4,4,5,5,5,5,4
ENSG00000260276,4,8,5,5,6,5,5,6
ENSG00000260285,4,4,4,4,5,4,5,5
ENSG00000260286,5,4,5,6,4,5,5,5
ENSG00000260296,4,4,3,3,5,4,5,4
ENSG00000260314,4,6,2,3,7,4,5,5
